""
"Test Method","Tensile test (ROUND specimen).msm"
"Sample I. D.","MaterialX_RT_1mm_min_fi64.mss"
"Specimen Number","3"

"Time (s)","Extension (mm)","Strain (%)","Load (N)","Stress (MPa)"
141.428,0.30189,3.01892,10493.63564,330.31011
141.684,0.30248,3.02477,10501.88609,330.56981
141.940,0.30302,3.03020,10496.86179,330.41166
142.196,0.30365,3.03646,10512.56866,330.90607
142.452,0.30423,3.04232,10509.82665,330.81976
142.708,0.30472,3.04724,10511.97103,330.88726
142.964,0.30542,3.05418,10523.38071,331.24640
143.220,0.30595,3.05951,10528.84628,331.41844
143.476,0.30668,3.06678,10523.89960,331.26274
143.732,0.30721,3.07208,10522.18172,331.20866
143.988,0.30776,3.07762,10528.40187,331.40445
144.244,0.30834,3.08344,10537.20682,331.68161
144.500,0.30887,3.08871,10547.63552,332.00988
144.756,0.30948,3.09476,10549.68229,332.07430
145.012,0.30992,3.09924,10549.82024,332.07864
145.268,0.31047,3.10468,10550.22545,332.09140
145.524,0.31109,3.11086,10560.75653,332.42289
145.780,0.31159,3.11589,10546.61059,331.97761
