""
"Test Method","Tensile test (ROUND specimen).msm"
"Sample I. D.","MaterialX_RT_1mm_min_fi64.mss"
"Specimen Number","1"

"Time (s)","Extension (mm)","Strain (%)","Load (N)","Stress (MPa)"
70.900,0.14421,1.44210,8379.23186,263.75463
71.028,0.14455,1.44552,8387.19240,264.00521
71.156,0.14480,1.44797,8391.45185,264.13928
71.284,0.14509,1.45087,8405.66173,264.58657
71.412,0.14537,1.45369,8403.77613,264.52722
71.540,0.14564,1.45643,8410.99978,264.75460
71.668,0.14592,1.45919,8414.62406,264.86868
71.796,0.14618,1.46182,8420.54212,265.05496
71.924,0.14643,1.46430,8426.10105,265.22994
72.052,0.14664,1.46644,8430.19655,265.35886
72.180,0.14693,1.46930,8440.76883,265.69164
72.308,0.14723,1.47232,8446.39224,265.86865
72.436,0.14756,1.47556,8446.69422,265.87816
72.564,0.14778,1.47775,8455.75276,266.16329
72.692,0.14812,1.48123,8461.03811,266.32966
72.820,0.14834,1.48339,8463.89473,266.41958
72.948,0.14868,1.48676,8468.28064,266.55764
73.076,0.14889,1.48894,8468.70305,266.57093
73.204,0.14914,1.49136,8470.68370,266.63328
73.332,0.14937,1.49374,8468.75551,266.57258
73.460,0.14964,1.49643,8491.08282,267.27539
73.588,0.14998,1.49985,8487.89556,267.17506
73.716,0.15021,1.50211,8497.32658,267.47192
73.844,0.15049,1.50486,8497.45647,267.47601
73.972,0.15075,1.50753,8511.03928,267.90356
74.100,0.15106,1.51062,8512.58854,267.95232
74.228,0.15130,1.51301,8526.13509,268.37873
74.356,0.15155,1.51549,8522.80171,268.27381
74.484,0.15177,1.51767,8521.85746,268.24408
74.612,0.15196,1.51963,8528.23001,268.44467
74.740,0.15244,1.52436,8537.23084,268.72800
74.868,0.15269,1.52693,8543.46845,268.92434
74.996,0.15296,1.52962,8552.17180,269.19829
75.124,0.15326,1.53262,8550.18096,269.13563
75.252,0.15355,1.53555,8567.02513,269.66584
75.380,0.15380,1.53795,8566.04518,269.63499
75.508,0.15411,1.54106,8577.60363,269.99882
75.636,0.15441,1.54412,8576.86860,269.97568
75.764,0.15459,1.54588,8579.56264,270.06048
75.892,0.15495,1.54952,8587.08376,270.29722
76.020,0.15516,1.55164,8594.17553,270.52045
76.148,0.15556,1.55555,8604.54010,270.84670
76.276,0.15579,1.55793,8608.63862,270.97571
76.404,0.15602,1.56022,8606.64034,270.91281
76.532,0.15630,1.56295,8614.44850,271.15859
76.660,0.15660,1.56602,8614.93132,271.17379
76.788,0.15691,1.56909,8620.56989,271.35127
76.916,0.15713,1.57128,8622.13892,271.40066
77.044,0.15741,1.57407,8632.02808,271.71195
77.172,0.15780,1.57795,8642.01788,272.02640
77.300,0.15806,1.58062,8650.27924,272.28644
77.428,0.15841,1.58410,8645.18933,272.12622
77.556,0.15862,1.58621,8649.58324,272.26453
77.684,0.15899,1.58992,8662.78021,272.67994
77.812,0.15923,1.59226,8662.31386,272.66526
77.940,0.15956,1.59563,8674.37804,273.04500
78.068,0.15982,1.59817,8669.60832,272.89487
78.196,0.16011,1.60105,8673.71323,273.02408
78.324,0.16038,1.60381,8676.41863,273.10923
78.452,0.16066,1.60663,8688.98063,273.50465
78.580,0.16092,1.60922,8687.78222,273.46693
78.708,0.16122,1.61218,8691.32671,273.57850
78.836,0.16152,1.61522,8693.44426,273.64515
78.964,0.16167,1.61673,8700.90127,273.87988
79.092,0.16203,1.62033,8713.56751,274.27858
79.220,0.16235,1.62348,8723.90216,274.60388
79.348,0.16270,1.62698,8719.30048,274.45903
79.476,0.16301,1.63006,8722.23902,274.55153
79.604,0.16326,1.63263,8729.01665,274.76487
79.732,0.16361,1.63612,8744.77772,275.26099
79.860,0.16389,1.63890,8739.80981,275.10461
79.988,0.16418,1.64175,8747.82284,275.35684
80.116,0.16440,1.64397,8748.43994,275.37626
80.244,0.16469,1.64691,8753.50146,275.53559
80.372,0.16502,1.65022,8750.94829,275.45522
80.500,0.16528,1.65282,8761.18798,275.77754
80.628,0.16550,1.65502,8763.42506,275.84795
80.756,0.16579,1.65793,8773.57717,276.16751
80.884,0.16613,1.66135,8775.43470,276.22598
81.012,0.16645,1.66446,8789.77229,276.67729
81.140,0.16667,1.66669,8785.06219,276.52903
81.268,0.16697,1.66968,8782.84139,276.45912
81.396,0.16721,1.67211,8789.79702,276.67807
81.524,0.16756,1.67562,8792.63323,276.76734
81.652,0.16781,1.67811,8807.59747,277.23838
81.780,0.16810,1.68100,8808.02848,277.25194
81.908,0.16841,1.68408,8815.36413,277.48285
82.036,0.16864,1.68641,8819.10031,277.60045
82.164,0.16896,1.68965,8817.15084,277.53909
82.292,0.16921,1.69214,8830.35619,277.95476
82.420,0.16951,1.69508,8828.83684,277.90693
82.548,0.16972,1.69719,8832.91142,278.03519
82.676,0.17001,1.70006,8837.01511,278.16436
82.804,0.17040,1.70398,8842.94560,278.35103
82.932,0.17074,1.70743,8854.91241,278.72772
83.060,0.17108,1.71079,8852.51430,278.65223
83.188,0.17128,1.71285,8854.74503,278.72245
83.316,0.17154,1.71539,8855.07509,278.73284
83.444,0.17185,1.71852,8860.31203,278.89768
83.572,0.17213,1.72133,8870.61809,279.22209
83.700,0.17233,1.72325,8873.98587,279.32810
83.828,0.17267,1.72666,8885.93502,279.70422
83.956,0.17293,1.72932,8886.18398,279.71206
84.084,0.17323,1.73234,8893.13414,279.93083
84.212,0.17358,1.73581,8901.09790,280.18151
84.340,0.17380,1.73803,8899.11070,280.11895
84.468,0.17411,1.74109,8906.31919,280.34586
84.596,0.17434,1.74344,8911.79953,280.51836
84.724,0.17466,1.74663,8917.97785,280.71284
84.852,0.17492,1.74922,8915.30407,280.62868
84.980,0.17526,1.75260,8926.62314,280.98497
85.108,0.17554,1.75538,8925.39761,280.94639
85.236,0.17584,1.75841,8932.69279,281.17602
85.364,0.17612,1.76119,8937.45373,281.32589
85.492,0.17642,1.76423,8941.26359,281.44581
85.620,0.17665,1.76651,8945.82024,281.58924
85.748,0.17702,1.77016,8957.15087,281.94590
85.876,0.17735,1.77351,8959.78014,282.02866
86.004,0.17769,1.77693,8964.68446,282.18303
86.132,0.17793,1.77931,8955.13818,281.88254
86.260,0.17811,1.78109,8961.68320,282.08856
86.388,0.17854,1.78540,8970.20816,282.35690
86.516,0.17875,1.78747,8985.28832,282.83158
86.644,0.17905,1.79052,8991.44035,283.02523
86.772,0.17940,1.79396,8993.66229,283.09517
86.900,0.17958,1.79583,8993.87089,283.10174
87.028,0.17990,1.79902,8992.86787,283.07017
87.156,0.18020,1.80201,9000.07929,283.29716
87.284,0.18049,1.80486,9009.61678,283.59737
87.412,0.18082,1.80816,9011.00284,283.64100
87.540,0.18113,1.81132,9015.66551,283.78777
87.668,0.18134,1.81340,9024.94975,284.08001
87.796,0.18178,1.81782,9030.81148,284.26452
87.924,0.18213,1.82134,9035.96832,284.42685
88.052,0.18236,1.82364,9025.54918,284.09888
88.180,0.18264,1.82642,9037.26152,284.46755
88.308,0.18290,1.82900,9038.33266,284.50127
88.436,0.18321,1.83213,9045.73791,284.73437
88.564,0.18354,1.83545,9055.64424,285.04619
88.692,0.18388,1.83879,9061.10181,285.21798
88.820,0.18410,1.84096,9064.23037,285.31646
88.948,0.18443,1.84427,9064.61298,285.32850
89.076,0.18472,1.84716,9069.89895,285.49489
89.204,0.18506,1.85058,9071.87243,285.55701
89.332,0.18538,1.85378,9076.60868,285.70609
89.460,0.18561,1.85614,9084.31955,285.94881
89.588,0.18603,1.86033,9079.99839,285.81279
89.716,0.18626,1.86258,9087.87276,286.06065
89.844,0.18667,1.86668,9093.50434,286.23792
89.972,0.18695,1.86952,9101.71549,286.49638
90.100,0.18721,1.87211,9096.59060,286.33507
90.228,0.18748,1.87482,9101.36662,286.48540
90.356,0.18780,1.87803,9109.07651,286.72809
90.484,0.18809,1.88093,9119.66393,287.06135
90.612,0.18842,1.88417,9119.00471,287.04060
90.740,0.18873,1.88734,9126.83421,287.28705
90.868,0.18914,1.89143,9129.55377,287.37265
90.996,0.18952,1.89524,9135.40838,287.55694
91.124,0.18976,1.89760,9132.66957,287.47073
91.252,0.19005,1.90053,9140.65484,287.72208
91.380,0.19048,1.90480,9143.71044,287.81827
91.508,0.19065,1.90653,9151.56792,288.06560
91.636,0.19106,1.91058,9145.02462,287.85963
91.764,0.19130,1.91303,9148.43653,287.96703
91.892,0.19159,1.91591,9153.79651,288.13575
92.020,0.19200,1.92004,9163.75855,288.44932
92.148,0.19223,1.92235,9169.42194,288.62759
92.276,0.19247,1.92465,9173.67988,288.76162
92.404,0.19288,1.92883,9179.99804,288.96050
92.532,0.19313,1.93128,9176.10429,288.83793
92.660,0.19336,1.93363,9173.59780,288.75904
92.788,0.19366,1.93655,9176.98976,288.86580
92.916,0.19393,1.93929,9177.72274,288.88888
93.044,0.19424,1.94239,9198.88173,289.55490
93.172,0.19454,1.94539,9201.59048,289.64017
93.300,0.19485,1.94849,9206.82447,289.80492
93.428,0.19522,1.95221,9211.95208,289.96632
93.556,0.19550,1.95497,9209.28875,289.88249
93.684,0.19580,1.95796,9214.96142,290.06105
93.812,0.19610,1.96102,9217.43536,290.13892
93.940,0.19630,1.96295,9222.39330,290.29498
94.068,0.19661,1.96611,9211.19975,289.94264
94.196,0.19690,1.96898,9211.49287,289.95187
94.324,0.19709,1.97087,9216.26923,290.10221
94.452,0.19744,1.97436,9225.77973,290.40158
94.580,0.19766,1.97657,9227.56378,290.45773
94.708,0.19790,1.97899,9241.76172,290.90464
94.836,0.19825,1.98249,9244.52653,290.99167
94.964,0.19853,1.98530,9266.00509,291.66776
95.092,0.19883,1.98828,9260.59894,291.49759
95.220,0.19914,1.99143,9259.02439,291.44802
95.348,0.19938,1.99378,9254.63430,291.30984
95.476,0.19960,1.99605,9257.01270,291.38470
95.604,0.19988,1.99879,9257.98223,291.41522
95.732,0.20022,2.00216,9267.08321,291.70169
95.860,0.20059,2.00593,9274.73613,291.94259
95.988,0.20079,2.00787,9284.54543,292.25135
96.116,0.20112,2.01118,9284.36219,292.24559
96.244,0.20147,2.01475,9294.88954,292.57696
96.372,0.20172,2.01723,9285.07222,292.26794
96.500,0.20202,2.02023,9286.33737,292.30776
96.628,0.20224,2.02242,9271.92537,291.85411
96.756,0.20252,2.02521,9286.25934,292.30530
96.884,0.20269,2.02688,9278.14366,292.04984
97.012,0.20306,2.03058,9279.76593,292.10091
97.140,0.20315,2.03153,9277.79041,292.03873
97.268,0.20338,2.03382,9274.94527,291.94917
97.396,0.20363,2.03626,9283.17900,292.20834
97.524,0.20377,2.03767,9288.61455,292.37944
97.652,0.20404,2.04041,9292.65855,292.50673
97.780,0.20434,2.04338,9290.41345,292.43606
97.908,0.20446,2.04460,9287.58578,292.34706
