""
"Test Method","Tensile test (ROUND specimen).msm"
"Sample I. D.","MaterialX_RT_1mm_min_fi64.mss"
"Specimen Number","5"

"Time (s)","Extension (mm)","Strain (%)","Load (N)","Stress (MPa)"
70.900,0.14468,1.44683,8499.20142,267.53094
71.028,0.14496,1.44957,8510.14542,267.87542
71.156,0.14520,1.45205,8507.59859,267.79526
71.284,0.14552,1.45519,8519.00923,268.15443
71.412,0.14579,1.45795,8521.11414,268.22069
71.540,0.14602,1.46018,8527.94500,268.43570
71.668,0.14633,1.46327,8541.15776,268.85160
71.796,0.14665,1.46648,8546.92451,269.03312
71.924,0.14682,1.46817,8547.91392,269.06427
72.052,0.14720,1.47203,8555.55836,269.30489
72.180,0.14760,1.47600,8557.88937,269.37827
72.308,0.14782,1.47824,8571.01806,269.79152
72.436,0.14810,1.48103,8572.67915,269.84381
72.564,0.14836,1.48361,8579.60588,270.06184
72.692,0.14863,1.48628,8578.98495,270.04230
72.820,0.14890,1.48903,8589.71941,270.38019
72.948,0.14917,1.49172,8594.47140,270.52977
73.076,0.14948,1.49480,8601.48751,270.75061
73.204,0.14971,1.49713,8602.09997,270.76989
73.332,0.15001,1.50013,8607.63554,270.94414
73.460,0.15025,1.50249,8610.15455,271.02343
73.588,0.15054,1.50543,8616.67391,271.22864
73.716,0.15088,1.50881,8622.68685,271.41791
73.844,0.15111,1.51106,8630.13676,271.65241
73.972,0.15145,1.51453,8633.70158,271.76462
74.100,0.15166,1.51663,8640.49312,271.97840
74.228,0.15193,1.51926,8634.76988,271.79825
74.356,0.15224,1.52243,8656.70626,272.48874
74.484,0.15255,1.52548,8656.55534,272.48399
74.612,0.15284,1.52836,8664.52337,272.73481
74.740,0.15306,1.53061,8668.39049,272.85653
74.868,0.15335,1.53355,8676.12095,273.09986
74.996,0.15363,1.53635,8676.30318,273.10560
75.124,0.15392,1.53924,8686.28484,273.41980
75.252,0.15418,1.54181,8687.34554,273.45318
75.380,0.15452,1.54524,8694.78783,273.68745
75.508,0.15477,1.54769,8696.50279,273.74143
75.636,0.15514,1.55135,8702.47615,273.92945
75.764,0.15554,1.55537,8701.83394,273.90924
75.892,0.15569,1.55689,8711.52352,274.21424
76.020,0.15606,1.56058,8715.24818,274.33148
76.148,0.15626,1.56259,8729.85456,274.79125
76.276,0.15663,1.56633,8727.91273,274.73012
76.404,0.15685,1.56846,8734.26839,274.93018
76.532,0.15713,1.57127,8741.93360,275.17146
76.660,0.15743,1.57435,8749.21778,275.40075
76.788,0.15768,1.57681,8753.71357,275.54226
76.916,0.15791,1.57907,8757.10942,275.64915
77.044,0.15825,1.58249,8763.45093,275.84877
77.172,0.15860,1.58595,8771.69768,276.10835
77.300,0.15872,1.58719,8769.66946,276.04451
77.428,0.15912,1.59117,8775.67337,276.23349
77.556,0.15944,1.59439,8784.48243,276.51078
77.684,0.15958,1.59575,8791.33424,276.72645
77.812,0.15998,1.59984,8801.51748,277.04699
77.940,0.16022,1.60224,8795.86944,276.86921
78.068,0.16053,1.60533,8804.99445,277.15644
78.196,0.16074,1.60744,8805.03842,277.15782
78.324,0.16105,1.61048,8807.54250,277.23665
78.452,0.16133,1.61331,8811.25823,277.35361
78.580,0.16158,1.61579,8818.22686,277.57296
78.708,0.16192,1.61917,8821.41484,277.67331
78.836,0.16214,1.62140,8836.37011,278.14406
78.964,0.16243,1.62435,8830.78762,277.96834
79.092,0.16268,1.62675,8839.76986,278.25107
79.220,0.16293,1.62934,8837.17193,278.16930
79.348,0.16316,1.63158,8853.60776,278.68665
79.476,0.16348,1.63477,8855.29018,278.73961
79.604,0.16382,1.63817,8868.58086,279.15796
79.732,0.16406,1.64064,8870.06225,279.20459
79.860,0.16434,1.64345,8873.45704,279.31145
79.988,0.16470,1.64700,8880.96314,279.54772
80.116,0.16487,1.64870,8881.47294,279.56377
80.244,0.16517,1.65167,8884.76901,279.66752
80.372,0.16544,1.65436,8889.86378,279.82789
80.500,0.16576,1.65762,8893.61084,279.94583
80.628,0.16603,1.66027,8901.48595,280.19372
80.756,0.16629,1.66293,8894.03666,279.95924
80.884,0.16660,1.66599,8911.36679,280.50474
81.012,0.16683,1.66833,8921.40126,280.82060
81.140,0.16718,1.67175,8930.38626,281.10342
81.268,0.16752,1.67516,8935.72014,281.27132
81.396,0.16772,1.67719,8929.85994,281.08685
81.524,0.16800,1.68000,8941.70209,281.45961
81.652,0.16826,1.68264,8938.47912,281.35816
81.780,0.16856,1.68560,8947.91225,281.65509
81.908,0.16879,1.68785,8955.73508,281.90133
82.036,0.16910,1.69102,8959.55596,282.02160
82.164,0.16941,1.69414,8955.63366,281.89814
82.292,0.16962,1.69618,8954.40687,281.85952
82.420,0.16987,1.69872,8964.78743,282.18627
82.548,0.17020,1.70199,8967.26597,282.26429
82.676,0.17050,1.70500,8969.93896,282.34843
82.804,0.17068,1.70680,8984.06987,282.79323
82.932,0.17105,1.71052,8985.58196,282.84083
83.060,0.17127,1.71265,8999.76705,283.28733
83.188,0.17154,1.71541,8993.60893,283.09349
83.316,0.17178,1.71781,8996.19819,283.17500
83.444,0.17202,1.72024,8999.35211,283.27427
83.572,0.17223,1.72230,9009.52681,283.59454
83.700,0.17254,1.72538,9012.29052,283.68154
83.828,0.17288,1.72875,9028.01596,284.17653
83.956,0.17314,1.73138,9028.42271,284.18933
84.084,0.17343,1.73429,9037.24745,284.46711
84.212,0.17384,1.73839,9040.77341,284.57810
84.340,0.17403,1.74027,9050.00106,284.86856
84.468,0.17432,1.74320,9047.79440,284.79910
84.596,0.17473,1.74731,9072.58757,285.57952
84.724,0.17497,1.74975,9061.94463,285.24451
84.852,0.17539,1.75387,9073.04026,285.59377
84.980,0.17554,1.75545,9067.52110,285.42004
85.108,0.17575,1.75751,9073.61074,285.61172
85.236,0.17607,1.76066,9080.84479,285.83943
85.364,0.17646,1.76462,9085.42918,285.98374
85.492,0.17668,1.76684,9086.96637,286.03212
85.620,0.17698,1.76982,9091.92652,286.18825
85.748,0.17730,1.77304,9094.13793,286.25786
85.876,0.17755,1.77548,9097.98558,286.37898
86.004,0.17783,1.77828,9105.32530,286.61001
86.132,0.17802,1.78016,9116.47689,286.96103
86.260,0.17834,1.78337,9116.45447,286.96032
86.388,0.17862,1.78616,9119.06832,287.04260
86.516,0.17885,1.78846,9111.08382,286.79127
86.644,0.17918,1.79179,9123.10764,287.16975
86.772,0.17943,1.79433,9140.31130,287.71127
86.900,0.17979,1.79788,9139.14598,287.67459
87.028,0.18008,1.80082,9142.62253,287.78402
87.156,0.18032,1.80318,9148.95790,287.98344
87.284,0.18060,1.80601,9150.75153,288.03990
87.412,0.18095,1.80954,9152.49504,288.09478
87.540,0.18124,1.81241,9160.24576,288.33875
87.668,0.18143,1.81428,9170.64805,288.66619
87.796,0.18185,1.81850,9169.82531,288.64029
87.924,0.18206,1.82064,9176.31527,288.84457
88.052,0.18235,1.82351,9184.78168,289.11107
88.180,0.18272,1.82716,9186.83832,289.17581
88.308,0.18294,1.82939,9192.22067,289.34523
88.436,0.18318,1.83182,9194.57116,289.41922
88.564,0.18345,1.83446,9198.56994,289.54509
88.692,0.18379,1.83792,9198.66249,289.54800
88.820,0.18406,1.84060,9206.01030,289.77929
88.948,0.18437,1.84371,9202.54986,289.67036
89.076,0.18462,1.84620,9208.48289,289.85712
89.204,0.18489,1.84886,9219.66642,290.20915
89.332,0.18525,1.85253,9226.71388,290.43098
89.460,0.18551,1.85509,9230.90280,290.56284
89.588,0.18577,1.85770,9233.88011,290.65655
89.716,0.18610,1.86103,9230.46271,290.54898
89.844,0.18640,1.86396,9241.83837,290.90706
89.972,0.18663,1.86627,9237.94653,290.78455
90.100,0.18686,1.86859,9245.77696,291.03103
90.228,0.18712,1.87123,9241.29399,290.88992
90.356,0.18740,1.87404,9254.72084,291.31256
90.484,0.18769,1.87686,9262.10932,291.54513
90.612,0.18796,1.87960,9265.37267,291.64785
90.740,0.18818,1.88177,9272.55656,291.87398
90.868,0.18854,1.88538,9277.74340,292.03725
90.996,0.18877,1.88767,9271.46338,291.83957
91.124,0.18901,1.89012,9279.02085,292.07746
91.252,0.18936,1.89360,9284.86642,292.26146
91.380,0.18971,1.89706,9295.74951,292.60403
91.508,0.18995,1.89954,9296.88484,292.63976
91.636,0.19017,1.90168,9299.37878,292.71827
91.764,0.19039,1.90388,9311.01275,293.08447
91.892,0.19082,1.90816,9320.51274,293.38350
92.020,0.19106,1.91055,9316.45399,293.25575
92.148,0.19137,1.91368,9317.69240,293.29473
92.276,0.19159,1.91594,9318.12109,293.30822
92.404,0.19200,1.91996,9325.40566,293.53752
92.532,0.19228,1.92278,9328.43866,293.63299
92.660,0.19258,1.92582,9337.15737,293.90743
92.788,0.19286,1.92858,9349.12706,294.28420
92.916,0.19316,1.93163,9351.33055,294.35356
93.044,0.19342,1.93425,9344.13175,294.12696
93.172,0.19370,1.93705,9359.15372,294.59981
93.300,0.19406,1.94061,9359.71818,294.61758
93.428,0.19432,1.94317,9359.77480,294.61936
93.556,0.19464,1.94636,9377.44810,295.17567
93.684,0.19490,1.94900,9367.68599,294.86839
93.812,0.19510,1.95099,9368.80868,294.90372
93.940,0.19547,1.95469,9378.35078,295.20408
94.068,0.19568,1.95680,9380.89479,295.28416
94.196,0.19603,1.96027,9388.03939,295.50905
94.324,0.19632,1.96317,9397.02552,295.79191
94.452,0.19656,1.96562,9393.51385,295.68137
94.580,0.19686,1.96857,9396.66309,295.78050
94.708,0.19716,1.97160,9402.63388,295.96845
94.836,0.19738,1.97382,9408.02249,296.13806
94.964,0.19768,1.97679,9411.94798,296.26163
95.092,0.19797,1.97969,9422.50623,296.59397
95.220,0.19824,1.98245,9412.09986,296.26641
95.348,0.19868,1.98684,9422.58618,296.59649
95.476,0.19896,1.98960,9429.61778,296.81782
95.604,0.19919,1.99194,9439.10934,297.11659
95.732,0.19942,1.99422,9441.33919,297.18678
95.860,0.19971,1.99713,9442.12892,297.21164
95.988,0.20000,2.00001,9447.11536,297.36860
96.116,0.20032,2.00325,9451.50421,297.50675
96.244,0.20064,2.00643,9462.50706,297.85309
96.372,0.20087,2.00871,9463.35741,297.87985
96.500,0.20112,2.01118,9465.78352,297.95622
96.628,0.20140,2.01400,9472.15740,298.15685
96.756,0.20173,2.01729,9471.76275,298.14443
96.884,0.20201,2.02012,9482.78029,298.49123
97.012,0.20225,2.02247,9476.92724,298.30699
97.140,0.20256,2.02560,9484.68138,298.55107
97.268,0.20285,2.02850,9488.15456,298.66040
97.396,0.20299,2.02990,9495.12700,298.87987
97.524,0.20343,2.03429,9502.87828,299.12386
97.652,0.20376,2.03756,9504.35374,299.17030
97.780,0.20406,2.04061,9508.24250,299.29271
97.908,0.20429,2.04295,9509.51958,299.33291
98.036,0.20463,2.04627,9513.19561,299.44862
98.164,0.20491,2.04908,9520.84775,299.68949
98.292,0.20512,2.05124,9521.66782,299.71530
98.420,0.20552,2.05518,9530.53379,299.99438
98.548,0.20573,2.05732,9532.63563,300.06054
98.676,0.20598,2.05978,9528.42380,299.92796
98.804,0.20625,2.06252,9538.81866,300.25516
98.932,0.20661,2.06609,9537.99190,300.22914
99.060,0.20685,2.06850,9548.36349,300.55560
99.188,0.20714,2.07139,9553.42275,300.71486
99.316,0.20745,2.07449,9559.98101,300.92129
99.444,0.20773,2.07727,9562.43465,300.99853
99.572,0.20804,2.08042,9566.46010,301.12523
99.700,0.20837,2.08370,9568.82494,301.19967
99.828,0.20861,2.08614,9574.43128,301.37615
99.956,0.20889,2.08887,9577.92664,301.48617
100.084,0.20928,2.09280,9586.99190,301.77152
100.212,0.20950,2.09499,9584.94604,301.70712
100.340,0.20982,2.09818,9587.39744,301.78428
100.468,0.21019,2.10187,9581.93932,301.61248
100.596,0.21051,2.10514,9594.98332,302.02307
100.724,0.21075,2.10747,9603.23779,302.28289
100.852,0.21109,2.11091,9614.51957,302.63801
100.980,0.21131,2.11310,9606.21092,302.37648
101.108,0.21163,2.11629,9610.44213,302.50967
101.236,0.21196,2.11963,9617.30218,302.72560
101.364,0.21224,2.12241,9623.20296,302.91134
101.492,0.21248,2.12482,9622.88003,302.90118
101.620,0.21276,2.12764,9621.29551,302.85130
101.748,0.21315,2.13153,9629.86060,303.12090
101.876,0.21340,2.13398,9637.04761,303.34713
102.004,0.21367,2.13668,9635.12913,303.28674
102.132,0.21404,2.14036,9652.78043,303.84236
102.260,0.21427,2.14273,9638.62195,303.39669
102.388,0.21459,2.14585,9656.49338,303.95923
102.516,0.21485,2.14855,9653.95396,303.87930
102.644,0.21519,2.15190,9661.28307,304.11000
102.772,0.21544,2.15444,9661.48232,304.11627
102.900,0.21573,2.15726,9664.27559,304.20419
103.028,0.21600,2.16002,9663.24812,304.17185
103.156,0.21624,2.16242,9664.06171,304.19746
103.284,0.21651,2.16511,9670.65041,304.40485
103.412,0.21677,2.16767,9672.31387,304.45721
103.540,0.21709,2.17089,9672.79571,304.47238
103.668,0.21729,2.17288,9680.75912,304.72305
103.796,0.21760,2.17604,9680.64212,304.71936
103.924,0.21794,2.17943,9684.85332,304.85192
104.052,0.21816,2.18156,9697.92327,305.26333
104.180,0.21838,2.18380,9690.42809,305.02740
104.308,0.21873,2.18726,9703.45864,305.43756
104.436,0.21893,2.18925,9700.92444,305.35779
104.564,0.21932,2.19315,9706.37644,305.52941
104.692,0.21951,2.19509,9710.76440,305.66753
104.820,0.21976,2.19764,9717.56631,305.88163
104.948,0.22006,2.20055,9722.53430,306.03801
105.076,0.22036,2.20359,9729.04529,306.24296
105.204,0.22061,2.20613,9733.73532,306.39059
105.332,0.22098,2.20979,9741.53687,306.63616
105.460,0.22126,2.21259,9747.07150,306.81037
105.588,0.22151,2.21511,9742.85890,306.67777
105.716,0.22183,2.21825,9740.37115,306.59947
105.844,0.22203,2.22034,9756.41067,307.10434
105.972,0.22244,2.22438,9752.49532,306.98110
106.100,0.22271,2.22712,9760.75408,307.24106
106.228,0.22300,2.22998,9754.26176,307.03670
106.356,0.22323,2.23234,9764.22714,307.35038
106.484,0.22353,2.23530,9767.64632,307.45801
106.612,0.22381,2.23815,9770.47845,307.54716
106.740,0.22399,2.23994,9769.32244,307.51077
106.868,0.22431,2.24313,9768.23337,307.47649
106.996,0.22458,2.24576,9778.42039,307.79715
107.124,0.22483,2.24830,9780.04966,307.84843
107.252,0.22504,2.25039,9788.39630,308.11116
107.380,0.22542,2.25416,9796.61885,308.36998
107.508,0.22570,2.25700,9790.31056,308.17142
107.636,0.22595,2.25955,9809.91363,308.78847
107.764,0.22627,2.26272,9810.13433,308.79541
107.892,0.22658,2.26577,9813.46866,308.90037
108.020,0.22684,2.26845,9810.81051,308.81670
108.148,0.22722,2.27218,9809.22289,308.76672
108.276,0.22742,2.27416,9822.72038,309.19159
108.404,0.22770,2.27696,9819.02501,309.07527
108.532,0.22802,2.28023,9829.21830,309.39612
108.660,0.22833,2.28327,9824.45021,309.24604
108.788,0.22857,2.28570,9825.61433,309.28268
108.916,0.22895,2.28948,9826.11078,309.29831
109.044,0.22923,2.29233,9832.80844,309.50913
109.172,0.22947,2.29470,9845.78221,309.91751
109.300,0.22977,2.29772,9845.56753,309.91075
109.428,0.22999,2.29993,9848.18272,309.99307
109.556,0.23034,2.30337,9851.30194,310.09125
109.684,0.23061,2.30608,9855.47166,310.22251
109.812,0.23090,2.30905,9863.73734,310.48269
109.940,0.23123,2.31231,9864.34027,310.50166
110.068,0.23153,2.31533,9875.34631,310.84810
110.196,0.23191,2.31910,9879.91030,310.99176
110.324,0.23217,2.32172,9876.45636,310.88304
110.452,0.23236,2.32358,9879.56366,310.98085
110.580,0.23266,2.32659,9886.11996,311.18723
110.708,0.23290,2.32903,9881.92804,311.05528
110.836,0.23329,2.33287,9895.19971,311.47303
110.964,0.23349,2.33495,9900.25230,311.63207
111.092,0.23384,2.33837,9903.61424,311.73790
111.220,0.23411,2.34111,9894.88326,311.46307
111.348,0.23436,2.34364,9907.15965,311.84950
111.476,0.23467,2.34669,9912.31603,312.01181
111.604,0.23503,2.35027,9916.06135,312.12970
111.732,0.23525,2.35253,9915.96899,312.12679
111.860,0.23562,2.35615,9919.23716,312.22966
111.988,0.23581,2.35814,9918.06306,312.19271
112.116,0.23615,2.36151,9923.66204,312.36895
112.244,0.23641,2.36405,9930.09736,312.57151
112.372,0.23677,2.36773,9930.01969,312.56907
112.500,0.23709,2.37092,9935.85670,312.75280
112.628,0.23747,2.37474,9945.36775,313.05218
112.756,0.23767,2.37667,9938.20576,312.82674
112.884,0.23795,2.37946,9941.09204,312.91759
113.012,0.23825,2.38249,9946.87731,313.09970
113.140,0.23856,2.38559,9954.34346,313.33471
113.268,0.23883,2.38835,9960.85895,313.53980
113.396,0.23905,2.39054,9955.59754,313.37419
113.524,0.23940,2.39400,9961.09421,313.54721
113.652,0.23967,2.39666,9962.01577,313.57621
113.780,0.23993,2.39934,9961.70208,313.56634
113.908,0.24021,2.40209,9954.76060,313.34784
114.036,0.24041,2.40408,9958.65525,313.47043
114.164,0.24075,2.40746,9970.67460,313.84877
114.292,0.24100,2.41003,9976.63708,314.03645
114.420,0.24139,2.41387,9983.64146,314.25693
114.548,0.24165,2.41649,9986.00627,314.33137
114.676,0.24187,2.41868,9993.96559,314.58190
114.804,0.24216,2.42161,9997.03712,314.67859
114.932,0.24252,2.42516,9995.79244,314.63941
115.060,0.24273,2.42733,9987.59778,314.38146
115.188,0.24304,2.43045,9992.33437,314.53056
115.316,0.24323,2.43235,9999.10989,314.74383
115.444,0.24353,2.43526,10000.26970,314.78034
115.572,0.24374,2.43740,10008.73412,315.04678
115.700,0.24414,2.44137,10013.36977,315.19269
115.828,0.24438,2.44378,10013.90912,315.20967
115.956,0.24468,2.44675,10023.13236,315.49999
116.084,0.24499,2.44993,10024.26470,315.53564
116.212,0.24521,2.45212,10020.16950,315.40673
116.340,0.24555,2.45553,10020.86256,315.42855
116.468,0.24587,2.45874,10019.64366,315.39018
